"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"1090","Kellan Lain","VAN","L","9","46.966666666667","1","0","0","0","1","50.00","7","14.29","0.64","10","8","7","5","0","0","21","5","3","1","1","4","1","2","7","4","1","18","19","48.65"
"1096","Eriah Hayes","S.J","R","19","157.4","1","0","0","0","1","50.00","27","3.70","1.99","38","37","21","8","0","1","4","2","2","0","0","3","4","3","47","27","14","10","12","45.45"
"1106","Andrew Copp","WPG","C","1","13.266666666667","0","1","1","0","1","50.00","4","0.00","0.37","4","4","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","6","3","66.67"
"1111","Emile Poirier","CGY","L","6","47.9","0","1","0","1","1","100.00","2","0.00","0.14","6","4","2","0","1","0","0","0","0","0","0","2","0","3","7","7","1","0","1","0.00"
"1132","Michael Zalewski","VAN","L","2","24.25","0","1","0","1","1","33.33","2","0.00","0.19","5","4","4","1","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","-"
"1134","Matt Carey","CHI","L","2","19.266666666667","1","0","0","0","1","100.00","1","100.00","0.14","2","2","2","1","0","0","2","1","1","0","0","0","0","0","2","4","0","10","11","47.62"
"1135","Trevor van Riemsdyk","CHI","D","18","243.65","0","1","1","0","1","16.67","21","0.00","0.85","41","26","10","3","0","0","2","1","1","0","0","2","4","9","4","17","15","0","0","-"
"1138","Jordan Oesterle","EDM","D","6","88.166666666667","0","1","1","0","1","100.00","7","0.00","0.27","16","11","3","0","0","1","0","0","0","0","0","1","1","2","2","10","3","0","0","-"
"1146","Sam Reinhart","BUF","C","9","93.266666666667","0","1","0","1","1","100.00","3","0.00","0.23","6","3","3","1","0","0","2","1","1","0","0","2","1","2","3","9","5","21","65","24.42"
"1148","Sam Bennett","CGY","C","1","16","0","1","1","0","1","100.00","1","0.00","0.26","3","2","1","1","0","0","0","0","0","0","0","0","0","1","0","2","0","1","5","16.67"
"1153","Casey Bailey","TOR","R","6","54.216666666667","1","0","0","0","1","50.00","9","11.11","0.49","11","10","8","2","1","0","2","1","1","0","0","1","1","1","3","7","4","0","0","-"
"11","Jay Pandolfo","BOS","L","18","163.31666666667","0","0","0","0","0","-","11","0.00","0.59","19","15","6","3","0","2","2","1","1","0","0","3","3","1","25","20","8","2","3","40.00"
"15","Hal Gill","NSH, PHI","D","38","517.36666666667","0","0","0","0","0","0.00","9","0.00","0.42","31","15","10","1","2","1","14","7","7","0","0","2","13","8","35","30","44","0","0","-"
"35","Jody Shelley","PHI","L","1","7.9666666666667","0","0","0","0","0","-","0","-","0.03","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3","4","0","0","0","-"
"70","Mike Mottau","FLA","D","8","101.31666666667","0","0","0","0","0","0.00","1","0.00","0.05","5","2","1","0","0","0","4","2","2","0","0","0","0","1","3","10","5","0","0","-"
"103","Toby Petersen","DAL","C","1","6.6666666666667","0","0","0","0","0","-","0","-","0.09","2","1","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","50.00"
"105","Mark Eaton","PIT","D","23","413.51666666667","0","0","0","0","0","0.00","8","0.00","0.32","32","15","8","0","1","2","4","2","2","0","0","4","3","2","9","31","33","0","0","-"
"148","Andreas Lilja","PHI","D","4","67.116666666667","0","0","0","0","0","0.00","2","0.00","0.18","7","5","3","0","2","0","0","0","0","0","0","0","3","1","12","4","7","0","0","-"
"157","Darcy Hordichuk","EDM","L","4","8.1333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","6","2","0","0","0","-"
"188","Aaron Johnson","BOS","D","10","148.7","0","0","0","0","0","0.00","8","0.00","0.29","23","11","4","0","0","1","10","5","5","0","0","1","7","0","18","21","5","0","0","-"
"204","Andrew Murray","STL","C","1","7.8166666666667","0","0","0","0","0","-","2","0.00","0.04","2","2","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","-"
"206","Pascal Pelletier","VAN","L","3","26.833333333333","0","0","0","0","0","-","1","0.00","0.1","2","1","2","0","0","0","0","0","0","0","0","0","0","0","3","5","1","1","3","25.00"
"207","Brandon Segal","NYR","R","1","5.35","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","2","1","0","0","-"
"224","Ryan Craig","CBJ","C","8","56.683333333333","0","0","0","0","0","0.00","6","0.00","0.53","8","7","4","4","0","0","0","0","0","0","0","0","0","0","10","1","1","0","0","-"
"268","Martin St Pierre","MTL","C","1","9.8833333333333","0","0","0","0","0","-","0","-","0.08","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2","1","66.67"
"307","Jamie Tardif","BOS","R","2","9.85","0","0","0","0","0","-","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","1","0","1","4","5","2","0","0","-"
"310","Alexandre Bolduc","ARI, PHX","C","17","138.75","0","0","0","0","0","0.00","20","0.00","1.41","27","23","16","7","1","1","4","2","2","0","0","2","1","2","38","18","4","17","23","42.50"
"319","Francis Wathier","DAL","L","1","5.6666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","5","0","0","0","2","0.00"
"322","Dylan Reese","ARI, PIT","D","4","65.75","0","0","0","0","0","0.00","4","0.00","0.1","9","6","0","0","0","1","0","0","0","0","0","0","1","3","2","5","6","0","0","-"
"324","Mathieu Roy","T.B","D","1","14.116666666667","0","0","0","0","0","-","0","-","0.01","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","-"
"335","Steve MacIntyre","PIT","L","1","4.5166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","12","2","1","0","1","0","0","0","2","1","0","0","0","-"
"374","JT Wyman","T.B","R","1","13.516666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","7","4","63.64"
"384","Jake Dowell","MIN","C","3","24.233333333333","0","0","0","0","0","-","4","0.00","0.35","6","5","1","1","0","0","0","0","0","0","0","0","1","0","5","2","0","4","3","57.14"
"392","Andrew Gordon","VAN","R","6","50.533333333333","0","0","0","0","0","-","2","0.00","0.06","5","3","2","0","0","0","0","0","0","0","0","1","2","1","4","6","1","2","3","40.00"
"394","Pierre-Luc Letourneau-Leblond","PIT","R","1","4.5666666666667","0","0","0","0","0","-","1","0.00","0.12","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","-"
"408","Mike Blunden","MTL, T.B","R","14","104.23333333333","0","0","0","0","0","0.00","7","0.00","0.69","12","9","9","5","1","1","11","4","3","1","0","3","1","0","25","15","6","0","0","-"
"416","Gilbert Brule","PHX","C","3","34.666666666667","0","0","0","0","0","-","3","0.00","0.22","6","5","2","0","0","0","2","1","1","0","0","0","1","1","3","9","1","0","0","-"
"419","Brian Lee","T.B","D","22","306.26666666667","0","0","0","0","0","0.00","13","0.00","0.43","34","22","7","1","1","3","16","8","8","0","0","2","8","1","49","33","28","0","0","-"
"432","Ryan Stoa","WSH","C","3","27.25","0","0","0","0","0","-","2","0.00","0.23","4","3","3","2","0","0","0","0","0","0","0","0","0","0","4","5","1","0","9","0.00"
"434","Taylor Chorney","PIT","D","7","85.2","0","0","0","0","0","0.00","4","0.00","0.24","13","9","4","0","0","3","0","0","0","0","0","0","4","0","5","6","3","0","0","-"
"446","Marc-Andre Gragnani","CAR","D","1","7.8833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","-"
"447","Cody Bass","CBJ","C","1","2.7166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","5","1","0","1","0","1","0","0","0","0","0","0","0","-"
"457","Derek Joslin","VAN","D","2","33.983333333333","0","0","0","0","0","0.00","2","0.00","0.04","4","2","0","0","0","0","0","0","0","0","0","0","1","0","4","2","4","0","0","-"
"460","Nick Drazenovic","CBJ, PIT","C","9","89.716666666667","0","0","0","0","0","0.00","8","0.00","0.65","13","10","8","4","0","1","6","3","3","0","0","1","1","3","9","6","1","32","26","55.17"
"464","Nicolas Blanchard","CAR","L","9","78.083333333333","0","0","0","0","0","0.00","6","0.00","0.22","9","7","4","1","1","1","20","4","0","4","0","4","0","1","22","7","2","1","0","100.00"
"469","Kyle Cumiskey","CHI","D","7","93.066666666667","0","0","0","0","0","0.00","5","0.00","0.34","12","9","3","0","0","0","0","0","0","0","0","3","2","1","3","13","11","0","0","-"
"472","Mike Angelidis","T.B","L","4","29.4","0","0","0","0","0","-","0","-","0.07","1","1","1","1","0","0","12","3","1","2","0","3","0","0","5","5","0","10","16","38.46"
"477","Bobby Robins","BOS","R","3","22.75","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","14","4","2","2","0","4","1","0","6","1","0","0","0","-"
"479","Jordan Hendry","ANA","D","2","35.15","0","0","0","0","0","-","0","-","0.02","2","1","0","0","0","0","0","0","0","0","0","0","1","1","1","4","2","0","0","-"
"486","Michael Caruso","FLA","D","2","15.833333333333","0","0","0","0","0","-","0","-","0","2","0","1","0","0","0","0","0","0","0","0","0","1","0","0","5","2","0","0","-"
"504","Peter LeBlanc","WSH","C","1","9.4333333333333","0","0","0","0","0","-","0","-","0.07","1","1","1","1","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","-"
"508","Theo Peckham","EDM","D","4","70.55","0","0","0","0","0","0.00","2","0.00","0.13","8","5","1","0","0","0","6","3","3","0","0","1","2","1","14","7","5","0","0","-"
"525","Jan Mursak","DET","L","2","11.283333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","4","2","2","0","0","0","1","0","0","3","0","1","1","50.00"
"536","Jonathan Rheault","FLA","R","5","52.85","0","0","0","0","0","0.00","5","0.00","0.17","7","5","3","0","0","0","0","0","0","0","0","0","2","0","12","14","4","0","1","0.00"
"551","Joe Piskula","NSH","D","3","40.8","0","0","0","0","0","0.00","2","0.00","0.09","8","4","0","0","0","0","2","1","1","0","0","0","2","0","2","1","2","0","0","-"
"552","Brad Mills","CHI","C","3","30.983333333333","0","0","0","0","0","0.00","2","0.00","0.16","6","4","2","1","1","0","0","0","0","0","0","0","1","1","9","4","1","8","6","57.14"
"553","Darroll Powe","MIN, NYR","C","43","386.46666666667","0","0","0","0","0","0.00","23","0.00","1.87","50","39","21","12","1","2","27","12","11","1","0","11","3","5","83","49","22","57","48","54.29"
"577","Nick Petrecki","S.J","D","1","11.966666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","2","0","0","-"
"579","Bill Sweatt","VAN","L","1","12.4","0","0","0","0","0","-","0","-","0.1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"584","Akim Aliu","CGY","R","5","54.316666666667","0","0","0","0","0","-","2","0.00","0.15","5","3","5","3","2","0","14","3","2","0","1","3","2","1","5","9","2","0","0","-"
"594","Carson McMillan","MIN","R","1","8.1","0","0","0","0","0","-","0","-","0.01","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","-"
"630","Micheal Haley","NYR, S.J","C","13","89.683333333333","0","0","0","0","0","-","5","0.00","0.57","7","5","4","4","0","0","21","6","3","3","0","10","1","0","27","12","6","4","1","80.00"
"631","Brett Gallant","NYI","L","4","27.533333333333","0","0","0","0","0","-","3","0.00","0.18","6","5","3","0","0","0","17","4","1","3","0","4","0","0","9","0","0","0","0","-"
"665","Nicolas Deschamps","WSH","C","3","20.45","0","0","0","0","0","-","2","0.00","0.1","3","2","3","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","-"
"667","Yann Sauve","VAN","D","3","36.833333333333","0","0","0","0","0","-","1","0.00","0.02","2","1","0","0","0","0","0","0","0","0","0","0","0","1","5","1","2","0","0","-"
"675","Cameron Gaunce","DAL","D","9","124.53333333333","0","0","0","0","0","0.00","9","0.00","0.28","15","11","3","1","0","1","7","2","1","1","0","3","10","3","11","13","4","0","0","-"
"678","Jared Staal","CAR","R","2","26.766666666667","0","0","0","0","0","-","3","0.00","0.28","7","3","3","3","1","0","2","1","1","0","0","1","0","2","12","3","1","0","0","-"
"684","Shawn Lalonde","CHI","D","1","14.783333333333","0","0","0","0","0","0.00","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","-"
"701","Greg Pateryn","MTL","D","20","243.91666666667","0","0","0","0","0","0.00","10","0.00","0.22","23","13","4","0","0","2","6","3","3","0","0","0","11","0","50","47","19","0","0","-"
"710","Luke Witkowski","T.B","D","16","242.98333333333","0","0","0","0","0","0.00","10","0.00","0.25","28","16","4","0","0","1","15","6","5","1","0","5","10","2","37","27","20","0","0","-"
"723","Carter Bancks","CGY","L","2","29.366666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","4","3","0","0","-"
"725","Brandon Mashinter","NYR","L","10","51.1","0","0","0","0","0","-","5","0.00","0.42","9","6","6","2","1","0","10","2","0","2","0","2","2","0","12","3","2","1","0","100.00"
"729","Eric Wellwood","PHI","L","4","37.666666666667","0","0","0","0","0","-","2","0.00","0.14","6","3","3","0","0","0","0","0","0","0","0","0","0","3","2","3","1","0","6","0.00"
"730","Mark Van Guilder","NSH","C","1","8.45","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"731","Matt Taormina","T.B","D","9","127.06666666667","0","0","0","0","0","0.00","6","0.00","0.25","15","9","5","1","0","0","0","0","0","0","0","0","9","2","10","10","9","0","0","-"
"768","Louis Leblanc","MTL","C","8","78.966666666667","0","0","0","0","0","0.00","7","0.00","0.43","14","9","5","1","0","0","4","2","2","0","0","1","1","0","3","4","7","2","2","50.00"
"773","Jamie Devane","TOR","L","2","11.716666666667","0","0","0","0","0","-","1","0.00","0.04","1","1","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","-"
"777","Philip Samuelsson","ARI, PIT","D","9","145.4","0","0","0","0","0","-","9","0.00","0.25","15","10","3","0","1","1","0","0","0","0","0","0","5","2","7","16","11","0","0","-"
"780","Joonas Nattinen","MTL","C","1","1.75","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0.00"
"783","Jesse Blacker","ANA","D","1","6.05","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","-"
"800","Ryan Bourque","NYR","C","1","11.816666666667","0","0","0","0","0","-","1","0.00","0.14","3","3","2","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","-"
"805","Garrett Wilson","FLA","L","5","48.683333333333","0","0","0","0","0","-","9","0.00","0.44","12","10","9","3","0","1","0","0","0","0","0","0","0","0","16","4","3","0","0","-"
"816","Rasmus Rissanen","CAR","D","6","89.866666666667","0","0","0","0","0","-","3","0.00","0.09","9","4","3","0","1","0","4","2","2","0","0","0","3","0","25","16","7","0","0","-"
"818","Mitch Callahan","DET","R","1","9.0166666666667","0","0","0","0","0","-","0","-","0.06","3","1","1","0","0","0","0","0","0","0","0","0","0","1","2","2","0","0","0","-"
"819","Scott Timmins","FLA","C","5","52.916666666667","0","0","0","0","0","-","6","0.00","0.59","10","8","7","3","1","1","4","2","2","0","0","0","3","1","6","4","5","15","16","48.39"
"828","Matthew Konan","PHI","D","2","31.85","0","0","0","0","0","-","4","0.00","0.09","6","4","2","0","0","0","0","0","0","0","0","0","1","0","5","5","2","0","0","-"
"850","Oscar Lindberg","NYR","C","1","8.3","0","0","0","0","0","-","2","0.00","0.1","3","2","2","1","0","0","0","0","0","0","0","0","1","0","3","0","0","2","3","40.00"
"857","Mark Alt","PHI","D","1","9.4166666666667","0","0","0","0","0","-","0","-","0.05","6","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"860","Curtis Hamilton","EDM","L","1","8.0166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","5","1","0","1","0","0","0","0","4","1","1","0","0","-"
"861","Greg McKegg","TOR","C","4","31.283333333333","0","0","0","0","0","-","2","0.00","0.2","2","2","2","2","0","0","0","0","0","0","0","1","0","0","5","1","2","18","21","46.15"
"872","Brett Bulmer","MIN","R","5","53.45","0","0","0","0","0","-","7","0.00","0.22","12","10","2","1","0","0","2","1","1","0","0","3","0","1","14","2","2","0","0","-"
"886","Petter Granberg","TOR","D","8","91.866666666667","0","0","0","0","0","0.00","1","0.00","0.02","3","2","0","0","0","0","6","3","3","0","0","0","3","2","19","11","8","0","0","-"
"888","Chris Wagner","ANA","C","9","79.1","0","0","0","0","0","0.00","7","0.00","0.36","14","10","5","0","1","1","2","1","1","0","0","1","0","1","22","10","3","33","22","60.00"
"896","Dylan McIlrath","NYR","D","3","22.083333333333","0","0","0","0","0","-","0","-","0","2","0","0","0","0","0","16","5","3","2","0","4","1","0","4","1","4","0","0","-"
"905","Julian Melchiori","WPG","D","1","8.6833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","-"
"907","Justin Shugg","CAR","R","3","17.083333333333","0","0","0","0","0","-","3","0.00","0.45","4","4","4","2","0","1","2","1","1","0","0","0","1","0","3","4","0","0","0","-"
"908","John Ramage","CGY","D","1","18.166666666667","0","0","0","0","0","0.00","4","0.00","0.06","4","4","0","0","0","1","0","0","0","0","0","0","0","0","2","3","1","0","0","-"
"909","Bill Arnold","CGY","C","1","13.583333333333","0","0","0","0","0","-","0","-","0.06","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","2","0","5","4","55.56"
