"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"478","Ryan Suter","NSH","D","231","5822.3333333333","15","107","54","53","122","38.98","374","4.01","21.67","788","521","214","32","6","36","132","66","66","0","0","20","120","108","165","150","312","0","3","0.00"
"90","Steve Sullivan","NSH, PIT","L","205","3388.4","44","77","37","40","121","59.90","371","11.86","38.36","613","490","364","169","15","31","83","40","39","1","0","32","114","67","82","106","39","10","22","31.25"
"847","Nikolay Kulemin","TOR","L","230","3762.9833333333","53","68","33","35","121","67.98","425","12.47","46.76","812","631","527","210","24","45","48","24","24","0","0","62","75","123","334","233","132","119","136","46.67"
"283","Brad Boyes","BUF, STL","R","230","3643.0166666667","39","81","44","37","120","60.61","475","8.21","50.78","865","675","466","193","25","47","68","28","27","0","1","30","86","94","172","215","75","400","498","44.54"
"66","Kimmo Timonen","PHI","D","240","5330.95","16","103","45","58","119","41.46","398","4.02","20.77","776","573","196","41","16","49","132","62","61","0","1","46","109","94","239","383","472","1","1","50.00"
"707","Steve Downie","COL, T.B","R","211","3183.4833333333","46","73","40","33","119","60.71","339","13.57","32.77","590","464","344","164","34","39","516","163","127","20","16","154","93","110","339","325","66","100","117","46.08"
"721","Kris Letang","PIT","D","206","4811.4333333333","21","98","46","52","119","41.18","552","3.80","32.49","1125","793","303","46","16","65","186","75","68","4","3","78","134","95","367","423","290","1","0","100.00"
"960","Wayne Simmonds","L.A, PHI","R","240","3510.1","58","61","33","28","119","69.19","441","13.15","54.1","783","604","456","261","12","59","305","98","70","23","5","100","99","93","391","415","89","17","29","36.96"
"1004","Jordan Eberle","EDM","C, R","147","2592.7166666667","52","67","44","23","119","77.78","338","15.38","34.58","600","449","404","158","12","33","32","15","15","0","0","37","88","96","77","231","41","23","30","43.40"
"166","Brian Campbell","CHI, FLA","D","215","5277.9833333333","16","102","44","58","118","44.53","346","4.62","18.6","737","494","211","23","6","36","30","15","15","0","0","34","126","73","111","447","298","0","0","-"
"53","Jamie Langenbrunner","DAL, N.J, STL","R","221","3828.1","34","83","43","40","117","66.86","508","6.69","46.67","866","674","416","171","30","47","121","59","58","1","0","48","89","80","274","233","65","50","65","43.48"
"597","Travis Zajac","N.J","C","179","3540.5","40","77","41","36","117","68.02","408","9.80","37.33","657","522","372","164","22","34","52","23","21","2","0","29","68","123","130","153","63","1551","1304","54.33"
"802","Kyle Okposo","NYI","R","197","3621.6166666667","48","69","35","34","117","65.00","473","10.15","53.98","902","670","537","255","28","58","120","51","49","0","2","61","117","166","144","325","93","137","161","45.97"
"389","Dennis Wideman","BOS, FLA, WSH","D","233","5549.2","27","89","34","55","116","46.59","481","5.61","25.97","1074","734","226","25","14","45","119","57","56","1","0","40","171","79","308","442","368","1","0","100.00"
"688","Jack Johnson","CBJ, L.A","D","244","5660.4","25","91","43","48","116","45.31","459","5.45","24.62","1060","718","218","36","9","55","131","59","57","1","1","34","145","49","335","345","348","0","0","-"
"827","Patrik Berglund","STL","C","234","3824.05","54","62","36","26","116","64.80","492","10.98","57.08","918","725","548","237","21","46","72","35","35","0","0","42","63","93","283","198","80","1237","1409","46.75"
"34","Sergei Gonchar","OTT, PIT","D","203","4713.3333333333","23","91","44","47","114","45.24","376","6.12","21.3","850","548","185","16","6","45","124","59","57","2","0","26","139","63","167","272","301","0","0","-"
"481","Andrei Kostitsyn","MTL, NSH","L","212","3318.6333333333","51","63","40","23","114","67.46","454","11.23","42.13","856","641","475","180","24","49","94","47","47","0","0","34","117","71","354","259","52","4","21","16.00"
"541","Lee Stempniak","CGY, PHX, TOR","R","223","3626.7166666667","61","53","24","29","114","69.51","541","11.28","53.57","972","725","597","229","38","47","61","29","28","1","0","51","97","130","266","294","68","42","68","38.18"
"154","Daniel Cleary","DET","R","207","3432.65","53","60","38","22","113","66.08","531","9.98","53.02","845","700","479","262","31","29","79","38","37","1","0","48","70","65","321","467","83","115","146","44.06"
"509","Matt Carle","PHI","D","244","5561.9666666667","11","102","51","51","113","38.18","386","2.85","20.24","831","539","251","54","14","45","75","36","35","1","0","30","178","85","141","423","458","0","0","-"
"554","Kyle Brodziak","MIN","C","244","4082.75","47","66","48","18","113","75.84","426","11.03","46.31","757","607","438","215","21","48","144","54","47","4","3","47","88","166","202","251","169","1723","1795","48.98"
"615","Alex Goligoski","DAL, PIT","D","223","4940.5833333333","31","82","39","43","113","41.09","401","7.73","24.04","966","613","225","48","12","43","78","39","39","0","0","39","150","45","174","306","292","0","0","-"
"692","Devin Setoguchi","MIN, S.J","R","211","3379.6666666667","61","52","22","30","113","66.08","538","11.34","60.49","969","736","588","251","40","66","84","38","36","2","0","76","104","78","335","232","66","11","21","34.38"
"438","Joffrey Lupul","ANA, TOR","L","143","2439","49","63","40","23","112","70.89","386","12.69","44.07","670","519","411","197","19","42","99","43","41","1","1","52","68","52","204","250","64","34","61","35.79"
"485","Brent Seabrook","CHI","D","238","5739.95","22","90","38","52","112","37.58","420","5.24","21.74","878","601","203","29","11","45","126","52","47","4","1","38","169","85","633","407","472","0","0","-"
"598","Wojtek Wolski","COL, FLA, NYR, PHX","L","184","2989.9833333333","39","73","39","34","112","70.00","381","10.24","38.3","632","509","372","180","22","46","47","22","21","1","0","36","93","70","114","152","46","36","41","46.75"
"681","Mason Raymond","VAN","L","207","3384.4333333333","50","62","37","25","112","69.14","539","9.28","45.66","880","705","473","221","31","41","76","34","33","0","1","73","42","99","134","277","46","41","72","36.28"
"30","Mike Knuble","WSH","R","220","3574.9333333333","59","52","30","22","111","59.68","445","13.26","55.21","728","613","480","292","18","41","127","58","56","1","1","29","51","103","232","238","110","24","42","36.36"
"46","Jason Arnott","N.J, NSH, STL, WSH","C","208","3325.5833333333","53","58","33","25","111","61.67","527","10.06","49.37","852","696","439","187","20","42","90","45","45","0","0","38","62","77","90","108","41","1362","1378","49.71"
"295","Jarret Stoll","L.A","C","233","3979.9166666667","42","69","44","25","111","63.07","484","8.68","40.8","872","684","369","129","27","36","142","71","71","0","0","38","70","67","520","281","121","2034","1585","56.20"
"762","Sergei Kostitsyn","MTL, NSH","L","199","3070.7166666667","47","64","36","28","111","69.81","249","18.88","27.36","487","350","280","108","17","24","62","31","31","0","0","31","93","79","111","156","58","2","17","10.53"
"659","Troy Brouwer","CHI, WSH","R","239","3878.8666666667","57","52","32","20","109","56.77","371","15.36","44.54","669","525","383","200","19","29","163","58","44","13","1","68","62","100","698","258","142","55","62","47.01"
"189","Scott Gomez","MTL","C","196","3577.1166666667","21","87","58","29","108","68.79","396","5.30","35.69","689","530","310","134","17","50","122","52","50","0","2","57","102","122","73","162","70","1438","1467","49.50"
"439","James Wisniewski","ANA, CBJ, MTL, NYI","D","192","4590.85","19","89","40","49","108","51.18","403","4.71","21.75","850","588","176","28","12","55","131","57","52","5","0","67","138","77","287","256","295","0","1","0.00"
"845","Artem Anisimov","NYR","C","243","3603.7166666667","46","62","33","29","108","67.92","446","10.31","52.05","829","621","540","284","30","31","86","39","38","0","1","46","39","111","194","402","132","777","946","45.10"
"994","Tyler Myers","BUF","D","217","4980.1333333333","29","79","41","38","108","42.86","310","9.35","21","719","492","188","50","22","45","100","50","50","0","0","37","205","97","276","276","305","0","0","-"
"201","Brian Gionta","MTL","R","174","3477.2166666667","65","42","27","15","107","61.14","610","10.66","65.14","1084","855","623","266","30","67","66","33","33","0","0","45","67","96","158","224","77","40","65","38.10"
"284","Steve Ott","DAL","C","229","3966.1333333333","45","62","40","22","107","61.14","374","12.03","40.08","670","539","373","182","25","35","490","159","120","28","11","124","98","76","781","288","90","1405","1096","56.18"
"603","Mike Green","WSH","D","156","3808.4666666667","30","77","42","35","107","41.63","384","7.81","25.39","859","569","252","42","16","50","114","54","52","2","0","51","157","92","260","319","258","0","0","-"
"796","Nick Foligno","OTT","L","225","3351.0666666667","38","69","41","28","107","71.33","385","9.87","37.34","612","497","355","208","16","39","220","85","75","6","4","86","63","102","393","331","94","144","193","42.73"
"1082","Ryan O'Reilly","COL","C","236","4128.2666666667","39","68","40","28","107","69.48","443","8.80","34.62","694","551","337","138","31","40","46","22","22","0","0","43","88","242","152","157","134","1778","1704","51.06"
"1157","Jeff Skinner","CAR","L","146","2554.2166666667","51","56","32","24","107","71.81","425","12.00","51.53","776","591","496","258","24","59","102","47","46","0","1","105","71","109","114","205","43","125","191","39.56"
"92","Tomas Holmstrom","DET","L","215","3034.9833333333","54","52","27","25","106","58.56","353","15.30","46.96","567","496","394","286","14","35","162","76","75","0","1","72","86","59","206","291","24","2","1","66.67"
"427","Matt Stajan","CGY, TOR","C","219","3426","33","73","43","30","106","64.63","290","11.38","38","488","388","327","178","19","28","93","41","39","1","1","43","106","120","192","215","99","1457","1361","51.70"
"480","Dion Phaneuf","CGY, TOR","D","229","5707.2333333333","32","74","36","38","106","38.83","617","5.19","30.76","1412","925","276","26","24","49","263","96","79","13","4","89","187","88","594","334","348","0","0","-"
"1069","Tyler Bozak","TOR","C","192","3668.0666666667","41","65","33","32","106","58.89","280","14.64","34.54","495","393","352","171","15","24","42","21","21","0","0","42","87","112","254","228","97","1776","1511","54.03"
"309","John-Michael Liles","COL, TOR","D","201","4171.15","19","85","44","41","104","45.02","365","5.21","20.24","781","502","211","33","9","46","85","36","34","1","1","54","105","71","167","239","353","0","0","-"
"491","Brent Burns","MIN, S.J","D","208","4880.9333333333","31","72","34","38","103","45.58","475","6.53","29.04","1054","701","278","63","16","63","164","70","66","2","2","45","187","89","298","203","267","1","1","50.00"
"628","Tyler Kennedy","PIT","C","204","2829.45","45","58","45","13","103","75.18","604","7.45","43.49","1032","802","482","164","32","63","97","34","26","7","1","40","48","60","232","288","45","96","117","45.07"
"949","Max Pacioretty","MTL","L","168","2691.6333333333","50","53","25","28","103","69.13","472","10.59","45.19","809","656","423","203","30","42","115","49","45","3","1","56","65","73","239","301","77","2","11","15.38"
"116","Dainius Zubrus","N.J","C","212","3727.6666666667","40","61","38","23","101","59.41","310","12.90","32.99","492","410","320","168","6","20","115","55","54","1","0","52","74","85","270","305","97","638","652","49.46"
"923","Brandon Sutter","CAR","C","236","4000.1833333333","52","49","43","6","101","66.45","484","10.74","46.2","797","650","457","231","34","57","48","21","19","2","0","64","77","170","177","291","203","1741","1900","47.82"
"332","Ales Hemsky","EDM","R","138","2468.2666666667","31","69","44","25","100","79.37","294","10.54","29.03","536","398","279","105","23","37","69","28","26","1","1","36","102","62","56","243","50","4","10","28.57"
"573","Mark Giordano","CGY","D","225","5010.4833333333","28","72","36","36","100","40.98","401","6.98","20.2","918","596","191","22","10","45","223","97","89","7","1","71","140","84","377","434","446","0","0","-"
"164","Jason Chimera","CBJ, WSH","L","241","3324.3833333333","45","54","28","26","99","71.74","527","8.54","41.17","787","670","384","192","30","38","240","78","60","12","6","62","77","65","310","351","59","72","69","51.06"
"245","Chris Kelly","BOS, OTT","C","244","3669.3333333333","49","50","29","21","99","68.28","347","14.12","35.93","609","469","374","178","22","44","110","49","45","4","0","55","73","115","225","269","154","1293","1326","49.37"
"903","James van Riemsdyk","PHI","L","196","2753.2333333333","47","52","32","20","99","66.89","467","10.06","43.83","788","621","450","213","27","49","89","42","41","1","0","41","38","73","181","221","64","2","8","20.00"
"144","Matt Cooke","PIT","L","228","3501.4833333333","46","52","23","29","98","62.82","347","13.26","39.3","600","480","362","181","24","34","279","106","91","11","4","99","70","88","535","325","134","39","47","45.35"
"203","Alexei Ponikarovsky","CAR, L.A, N.J, PIT, TOR","L","220","3245.55","40","58","34","24","98","65.77","434","9.22","43.96","760","610","443","238","16","38","131","59","57","1","1","44","77","63","428","265","107","17","38","30.91"
